-0.9888606,0.5652752
-1.0055357,0.58181936
-0.9989034,0.5892734
-0.9908586,0.5803908
-1.0033554,0.58817685
-0.9683482,0.6073601
-0.9806222,0.5942737
-0.99369437,0.61122006
-0.9684513,0.60030293
-0.95916706,0.6254831
-1.013294,0.6086076
-0.97885203,0.6077658
-0.95368046,0.5815893
-1.0064055,0.62212384
-0.9919697,0.58627564
-0.96590763,0.58627796
-0.9998442,0.6006838
-0.9816297,0.6119572
-0.9741215,0.5862311
-0.9662,0.6210431
-0.9418419,0.5781355
-0.90200585,0.5934845
-0.9790483,0.61776465
-0.96123344,0.6430744
-0.93505186,0.59602565
-0.91849387,0.61698234
-0.9725779,0.61776793
-0.9563297,0.5983335
-0.9413789,0.5824181
-0.9686668,0.6073557
-0.9677647,0.54849595
-0.9547221,0.60662186
-0.9413976,0.62534267
-0.930325,0.5846738
-0.94079167,0.5712692
-0.90828407,0.57237804
-0.94640815,0.5967943
-0.9259529,0.569947
-0.9421107,0.60530084
-0.89940554,0.6069801
-0.9205162,0.5687519
-0.93034685,0.6104299
-0.89438105,0.61778754
-0.91123855,0.62409204
-0.8543708,0.5881228
-0.92526233,0.63036966
-0.9032907,0.60224617
-0.89815253,0.5869103
-0.9246959,0.5844571
-0.8770811,0.5712672
-0.89002687,0.58884627
-0.9050673,0.61485904
-0.87912023,0.60685956
-0.9314624,0.6314193
-0.8657961,0.60182875
-0.8897948,0.636029
-0.8690555,0.5994141
-0.8918468,0.5961293
-0.86045533,0.62079984
-0.9142685,0.60929286
-0.86271757,0.56987077
-0.8780593,0.56445915
-0.8734101,0.5583353
-0.88763493,0.5877787
-0.886177,0.6290306
-0.85928977,0.59200865
-0.8866615,0.5952245
-0.88658226,0.6194616
-0.82406473,0.621064
-0.8553662,0.59668744
-0.86810213,0.6349057
-0.8695187,0.631222
-0.8786308,0.5940754
-0.8882811,0.6031847
-0.8772746,0.633301
-0.84175456,0.61074793
-0.84234643,0.5781492
-0.84351766,0.63674164
-0.84382886,0.5796597
-0.87904686,0.5857335
-0.87524456,0.61661035
-0.82237667,0.5824864
-0.8237204,0.58847094
-0.8349123,0.60743916
-0.8408792,0.6083641
-0.8637145,0.6023495
-0.82869905,0.55907214
-0.86219376,0.5628095
-0.8157139,0.6024792
-0.81652087,0.57347244
-0.7972205,0.61965686
-0.8333393,0.6235212
-0.82101846,0.5644759
-0.8466539,0.6146745
-0.81408095,0.6176245
-0.81176746,0.6053534
-0.7655295,0.627937
-0.81465656,0.6074994
-0.79411113,0.6152278
-0.8005798,0.5901294
-0.8000725,0.59039426
-0.76433265,0.62481457
