-0.9721516,0.51318794
-1.0168393,0.5545484
-1.0032585,0.5731834
-0.98614657,0.55097705
-1.0203884,0.570442
-0.93587047,0.6184002
-0.96955556,0.5856841
-1.0052359,0.62805015
-0.9451283,0.60075736
-0.9249176,0.6637078
-1.0632349,0.62151897
-0.9801301,0.61941445
-0.9202012,0.55397314
-1.0550137,0.6553096
-1.0219243,0.565689
-0.959769,0.5656949
-1.0476105,0.6017095
-1.0050743,0.629893
-0.9893038,0.56557775
-0.9725,0.6526077
-0.9146048,0.5453387
-0.8180146,0.5837112
-1.0136207,0.6444116
-0.9720836,0.707686
-0.9096296,0.59006405
-0.87123466,0.64245576
-1.0094448,0.6444197
-0.97182435,0.5958337
-0.9374473,0.55604523
-1.0086671,0.61838925
-1.0094117,0.4712399
-0.9798053,0.6165546
-0.94949406,0.66335654
-0.9248123,0.56168455
-0.95397913,0.52817297
-0.8757101,0.530945
-0.97402036,0.5919857
-0.92588234,0.52486753
-0.9692768,0.61325204
-0.8655138,0.6174502
-0.9212905,0.5218796
-0.9488671,0.62607473
-0.86195266,0.64446884
-0.9070964,0.66023004
-0.767927,0.57030696
-0.9481558,0.6759242
-0.89622676,0.60561544
-0.8863813,0.5672757
-0.95573974,0.5611426
-0.8397027,0.52816796
-0.87506723,0.57211566
-0.91566837,0.63714755
-0.8538006,0.6171489
-0.987656,0.6785483
-0.8264902,0.6045719
-0.8894871,0.6900725
-0.8406388,0.5985353
-0.9006169,0.59032315
-0.8251384,0.6519996
-0.96267116,0.6232321
-0.8367939,0.52467686
-0.87814826,0.51114786
-0.8695254,0.49583828
-0.9080873,0.56944674
-0.90744245,0.6725764
-0.84322447,0.58002156
-0.91465384,0.5880612
-0.9174557,0.64865404
-0.7641617,0.65266
-0.8454155,0.5917186
-0.88025534,0.68726426
-0.8867968,0.6780549
-0.912577,0.58518845
-0.9397028,0.6079617
-0.9151864,0.6832525
-0.8293864,0.62686986
-0.83386606,0.54537296
-0.8397941,0.69185406
-0.84357226,0.5491492
-0.93461716,0.5643337
-0.92811143,0.64152586
-0.7989416,0.55621594
-0.80530095,0.5711773
-0.8362807,0.6185978
-0.85419804,0.62091017
-0.9142864,0.60587376
-0.8297476,0.49768037
-0.9164845,0.5070239
-0.80328465,0.606198
-0.80830216,0.5336811
-0.76305133,0.6491421
-0.85634816,0.65880305
-0.8285461,0.51118976
-0.8956348,0.6366862
-0.8172024,0.64406127
-0.8144187,0.6133836
-0.7018237,0.6698425
-0.82764137,0.6187485
-0.77927774,0.63806957
-0.7984495,0.5753234
-0.80018115,0.57598567
-0.7138316,0.66203636
-0.8061808,0.62141466
-0.802273,0.65966207
-0.73955595,0.62843055
-0.74643683,0.63302857
-0.7292969,0.6265566
-0.778405,0.57113874
-0.8625875,0.5986076
-0.81905276,0.60300046
-0.72297555,0.60864127
-0.7987501,0.5573436
-0.84750676,0.6666403
-0.8628345,0.55326086
-0.8876601,0.58419293
